S.NO|A.NO|COM|O.RANK|C.RANK|MARK|C.CODE|BRANCH|CHOICE NO|A.CATEGORY
1490|147053|BC|2216|1317|190|0004|IM|6|BC
1491|130936|OC|2217|-|190|5008|CM|10|OC
1492|180087|BC|2218|1318|190|0004|IM|11|BC
1493|100704|BC|2219|1319|190|1315|EC|1|BC
1494|186617|BC|2220|1320|190|5012|CC|1|BC
1495|126010|BC|2221|1321|190|0002|CH|1|BC
1496|142657|OC|2224|-|190|0004|PR|5|OC
1497|164489|OC|2229|-|190|1309|EC|4|OC
1498|159609|OC|2232|-|190|0004|EI|16|OC
1499|181392|BC|2233|1323|190|1315|EC|6|BC
1500|242410|MBC/DNC|2234|337|190|0004|CM|2|MBC_DNC
1501|161418|OC|2240|-|190|0002|IS|3|OC
1502|182882|BC|2242|1325|190|1315|ME|3|OC
1503|203785|SC|2244|67|190|2006|EC|3|SC
1504|159230|OC|2245|-|190|0004|EI|5|OC
1505|125767|BC|2247|1328|190|2006|MF|4|OC
1506|223622|OC|2248|-|190|2377|CS|7|OC
1507|204617|BC|2250|1329|190|0004|EI|4|OC
1508|103022|BC|2251|1330|190|1315|EC|3|BC
1509|150616|BCM|2254|66|190|0002|CH|1|BCM
1510|140783|BC|2258|1334|190|1315|EC|8|BC
1511|140276|BC|2259|1335|190|1315|EC|13|BC
1512|205387|MBC/DNC|2260|338|190|0004|EC|4|MBC_DNC
1513|198058|BC|2262|1337|190|0004|IM|13|BC
1514|150500|OC|2263|-|190|0001|CE|4|OC
1515|196679|SC|2264|68|190|0004|CS|2|SC
1516|179451|BC|2265|1338|190|0002|CH|9|BC
1517|223791|OC|2266|-|190|1315|ME|1|OC
1518|146826|OC|2268|-|190|1315|ME|1|OC
1519|157906|MBC/DNC|2269|339|190|2006|BS|1|OC
1520|192516|BC|2270|1340|190|0004|MF|2|BC
1521|157103|BC|2274|1344|190|1315|ME|9|OC
1522|121253|BC|2275|1345|190|2007|CS|1|BC
1523|125333|BC|2277|1347|190|1419|CS|1|OC
1524|135930|BC|2279|1348|190|0004|IM|2|BC
1525|163651|MBC/DNC|2283|340|190|0001|ME|1|MBC_DNC
1526|122815|BC|2285|1350|190|1315|EE|4|OC
1527|169299|OC|2286|-|190|5008|CM|12|OC
1528|173216|BC|2287|1351|190|0004|AE|1|BC
1529|163374|BC|2288|1352|190|2377|CS|7|OC
1530|119628|OC|2291|-|190|1315|EE|3|OC
1531|148282|BC|2292|1355|190|1315|BM|1|OC
1532|149123|BC|2293|1356|190|0001|CE|1|OC
1533|126013|MBC/DNC|2294|341|190|0004|EC|5|MBC_DNC
1534|119392|BC|2296|1358|190|0002|CH|1|BC
1535|191687|BC|2299|1360|190|5008|CS|13|BC
1536|138089|OC|2300|-|190|1399|CS|1|OC
1537|208093|BC|2303|1361|190|0002|CH|2|BC
1538|120964|OC|2305|-|190|1315|CH|1|OC
1539|125078|BC|2306|1362|190|0004|IM|9|BC
1540|163937|BC|2307|1363|190|1315|IT|8|BC
1541|186793|OC|2309|-|190|1315|EE|15|OC
1542|226726|OC|2310|-|190|0004|EI|10|OC
1543|127330|BC|2312|1366|190|0004|IM|6|BC
1544|130034|BC|2313|1367|190|1219|CS|6|OC
1545|164114|OC|2316|-|190|5008|EC|13|OC
1546|174008|BC|2317|1370|190|0001|CE|1|OC
1547|150479|MBC/DNC|2318|343|190|2006|EM|2|MBC_DNC
1548|212954|OC|2320|-|190|0002|IS|2|OC
1549|172362|OC|2323|-|190|0004|EI|12|OC
1550|124918|BCM|2324|67|190|0001|ME|1|BCM
1551|125272|BC|2329|1372|190|0001|CE|1|OC
1552|121299|MBC/DNC|2330|346|190|1315|CS|5|MBC_DNC
1553|126211|BC|2331|1373|190|0004|MF|8|BC
1554|139393|BC|2333|1374|190|2007|EC|4|OC
1555|150122|OC|2334|-|190|0002|CL|2|OC
1556|136049|MBC/DNC|2336|347|190|0001|ME|1|MBC_DNC
1557|121689|BC|2340|1377|190|0001|CE|2|OC
1558|150643|BC|2343|1379|190|0004|IM|6|BC
1559|171799|OC|2344|-|190|2007|EC|5|OC
1560|186312|SC|2346|72|190|0001|ME|1|SC
1561|181251|BC|2347|1380|190|0004|MF|2|BC
1562|171394|BC|2349|1381|190|0004|IM|11|BC
1563|187893|BC|2350|1382|190|2006|RA|6|OC
1564|159233|BC|2352|1383|190|2006|RA|1|OC
1565|123007|OC|2353|-|190|1315|EE|10|OC
1566|192331|BC|2354|1384|190|0004|MF|10|BC
1567|106107|MBC/DNC|2356|350|190|0004|AE|1|MBC_DNC
1568|150079|MBC/DNC|2357|351|190|5012|CC|5|MBC_DNC
1569|179467|BC|2361|1387|190|5008|EC|1|OC
1570|158953|OC|2362|-|190|1315|EE|11|OC
1571|152364|BC|2363|1388|190|1315|IT|3|BC
1572|251259|OC|2365|-|190|1315|EE|1|OC
1573|147395|BC|2367|1389|190|1211|BT|1|OC
1574|101561|BC|2369|1390|190|2005|CS|5|OC
1575|201108|OC|2370|-|190|1219|CS|7|OC
1576|171674|OC|2371|-|190|1315|CH|3|OC
1577|166395|BC|2373|1392|190|0004|MF|8|BC
1578|198943|BC|2374|1393|190|2007|EC|14|OC
1579|140578|OC|2376|-|190|1315|CH|5|OC
1580|145622|BC|2377|1394|190|2006|RA|3|OC
1581|131318|BC|2380|1396|190|5008|EC|1|OC
1582|150469|BC|2382|1398|190|2007|CS|4|BC
1583|142073|BCM|2384|70|190|0001|BY|4|BCM
1584|129527|BC|2388|1401|190|0004|AE|5|BC
1585|146487|MBC/DNC|2389|353|190|0001|CE|1|OC
1586|182968|BC|2390|1402|190|0004|IM|11|BC
1587|158621|MBC/DNC|2391|354|190|0004|EC|2|MBC_DNC
1588|125524|BC|2393|1404|190|0004|IM|6|BC
1589|121009|BC|2397|1406|190|0004|MF|8|BC
1590|137495|BC|2399|1407|190|0004|IM|4|BC
1591|152271|OC|2400|-|190|1219|CS|14|OC
1592|152389|OC|2401|-|190|1219|CS|14|OC
1593|126878|BC|2404|1409|190|0004|IM|7|BC
1594|186759|BC|2408|1411|190|0004|IM|4|BC
1595|140019|OC|2409|-|190|0002|CL|2|OC
1596|170180|BC|2410|1412|190|5008|EC|1|OC
1597|208428|OC|2412|-|190|2007|EC|12|OC
1598|160866|BC|2413|1413|190|0002|FS|1|OC
1599|209211|BC|2414|1414|190|2006|IM|2|BC
1600|241523|OC|2415|-|190|2006|BS|4|OC
1601|131296|BC|2417|1416|190|5008|EE|1|OC
1602|186720|BC|2417A|1416A|190|1211|CS|4|OC
1603|164705|BCM|2418|71|190|0004|CS|3|BCM
1604|227358|BC|2420|1417|190|2377|CS|1|OC
1605|188020|BC|2421|1418|190|2005|EE|1|OC
1606|152793|BC|2422|1419|190|0004|EI|1|BC
1607|122549|OC|2423|-|190|0001|GI|1|OC
1608|126921|OC|2424|-|190|1315|EE|7|OC
1609|130553|BC|2427|1422|190|0004|IM|5|BC
1610|209009|BC|2429|1424|190|5008|EC|15|BC
1611|151204|BC|2431|1425|190|1317|EC|3|OC
1612|153120|OC|2432|-|190|1315|CH|8|OC
1613|135295|OC|2435|-|190|5008|EE|1|OC
1614|160089|MBC/DNC|2436|358|190|0001|EM|2|MBC_DNC
1615|163737|BC|2437|1427|190|0004|IM|3|BC
1616|123313|BC|2438|1428|190|1219|CS|6|OC
1617|123918|OC|2439|-|190|2007|EE|15|OC
1618|240239|BC|2440|1429|190|1315|IT|6|BC
1619|121202|OC|2441|-|190|0002|IS|2|OC
1620|150652|BC|2442|1430|190|0004|MF|2|BC
1621|147083|BC|2444|1432|190|5012|CC|1|BC
1622|141119|BC|2446|1434|190|2006|IM|4|BC
1623|167183|BC|2447|1435|190|2006|CE|1|OC
1624|150244|BC|2448|1436|190|0004|AE|1|BC
1625|103476|MBC/DNC|2449|359|190|0001|IM|3|MBC_DNC
1626|127706|OC|2450|-|190|1324|IT|4|OC
1627|229607|BC|2453|1438|190|2007|CS|4|BC
1628|226364|OC|2453A|-|190|2006|MF|17|OC
1629|129100|OC|2455|-|190|1219|CS|3|OC
1630|136657|OC|2456|-|190|1309|CS|6|OC
1631|208159|MBC/DNC|2460|360|190|2006|CM|1|MBC_DNC
1632|147652|MBC/DNC|2462|361|190|0001|IM|5|MBC_DNC
1633|133271|BC|2463|1441|190|0004|IM|6|BC
1634|156218|BC|2464|1442|190|5008|CS|1|BC
1635|184941|OC|2465|-|190|1309|CS|3|OC
1636|149962|BC|2466|1443|190|2006|IM|5|BC
1637|135282|BC|2467|1444|190|2006|IM|4|BC
1638|180505|BC|2470|1446|190|0004|IM|11|BC
1639|180619|SC|2471|74|190|0001|CM|2|SC
1640|143406|OC|2472|-|190|1315|ME|3|OC
1641|100533|OC|2473|-|190|1315|EE|3|OC
1642|139416|MBC/DNC|2474|362|190|1315|EC|3|MBC_DNC
1643|164498|OC|2476|-|190|1315|BM|2|OC
1644|139471|BC|2477|1448|190|1219|CS|3|OC
1645|135978|BC|2478|1449|190|2377|EC|3|OC
1646|164241|MBC/DNC|2480|363|190|1315|EC|1|MBC_DNC
1647|152617|OC|2483|-|190|2007|CM|11|OC
1648|227347|BC|2484|1452|190|1219|CS|4|OC
1649|178931|BC|2485|1453|190|0002|CH|1|BC
1650|167244|BC|2486|1454|190|2006|MT|7|OC
1651|180409|BC|2490|1455|190|0004|IM|6|BC
1652|234316|BC|2492|1457|190|2007|CM|5|OC
1653|124936|OC|2495|-|190|1315|EE|14|OC
1654|193048|MBC/DNC|2497|364|190|2006|ME|1|MBC_DNC
1655|195444|BC|2498|1459|190|2007|CS|4|BC
1656|124579|OC|2499|-|190|1315|ME|16|OC
1657|137905|OC|2501|-|190|5008|CM|7|OC
1658|170264|OC|2502|-|190|1219|CS|11|OC
1659|126372|MBC/DNC|2503|366|190|0001|GI|1|OC
1660|204269|BC|2504|1460|190|1315|IT|8|BC
1661|140626|BC|2507|1462|190|1315|EE|7|OC
1662|177356|MBC/DNC|2508|367|190|0001|EM|2|MBC_DNC
1663|195815|BC|2509|1463|190|0001|PT|3|OC
1664|190501|BC|2510|1464|190|1315|IT|2|BC
1665|131232|MBC/DNC|2512|368|190|0004|IM|5|MBC_DNC
1666|139794|OC|2514|-|190|1315|EE|5|OC
1667|191386|BC|2515|1466|190|1315|IT|12|BC
1668|204703|OC|2516|-|190|1219|ME|4|OC
1669|140429|MBC/DNC|2519|369|190|1315|EC|2|MBC_DNC
1670|244555|BC|2520|1468|190|2005|EC|7|OC
1671|139352|BC|2522|1470|190|5008|EC|6|BC
1672|203462|BC|2523|1471|190|1315|IT|2|BC
1673|149738|OC|2524|-|190|1315|EE|18|OC
1674|153551|BC|2526|1472|190|0004|EI|7|BC
1675|178610|MBC/DNC|2531|371|190|0001|EM|7|MBC_DNC
1676|147348|OC|2532|-|190|2007|CM|19|OC
1677|123430|BC|2533|1475|190|5008|CS|6|BC
1678|150577|BC|2535|1476|190|0004|MF|11|BC
1679|100539|MBC/DNC|2536|372|190|0001|EM|3|MBC_DNC
1680|145857|OC|2538|-|190|0004|PR|13|OC
1681|238114|BC|2539|1478|190|1315|EE|4|OC
1682|249360|MBC/DNC|2540|373|190|5008|EE|1|OC
1683|185270|BC|2541|1479|190|1315|IT|5|BC
1684|149904|OC|2542|-|190|2007|CM|4|OC
1685|121328|BC|2543|1480|190|1315|IT|4|BC
1686|168877|OC|2544|-|190|0001|MA|13|OC
1687|149687|BC|2545|1481|190|1315|IT|8|BC
1688|126416|BC|2547|1483|190|1315|IT|13|BC
1689|186024|BC|2548|1484|190|0004|MF|3|BC
1690|247722|BC|2549|1485|190|5012|CC|2|BC
1691|126950|OC|2550|-|190|1219|BT|3|OC
1692|186932|MBC/DNC|2552|374|190|2006|CM|6|MBC_DNC
1693|207584|BC|2553|1486|190|0001|GI|1|OC
1694|162983|BC|2556|1489|190|2377|EC|3|OC
1695|124533|BC|2558|1490|190|1315|IT|5|BC
1696|196777|BC|2560|1491|190|5008|CS|7|BC
1697|126361|OC|2563|-|190|0004|AS|13|OC
1698|205383|OC|2564|-|190|1315|EE|3|OC
1699|180132|MBC/DNC|2565|375|190|0001|IM|3|MBC_DNC
1700|186548|BC|2567|1493|190|1315|CE|1|OC
1701|171278|OC|2568|-|190|1219|EC|7|OC
1702|149197|OC|2571|-|190|1219|CS|9|OC
1703|246805|BC|2573|1495|190|1315|IT|2|BC
1704|151357|OC|2574|-|190|2377|EC|10|OC
1705|171458|BC|2575|1496|190|0001|GI|7|OC
1706|211447|SC|2577|76|190|0001|CM|2|SC
1707|166509|BCM|2580|72|190|0001|ME|2|BCM
1708|171150|BC|2581|1499|190|0004|EI|9|BC
1709|179724|BC|2582|1500|190|5008|EC|1|BC
1710|120019|OC|2583|-|190|1219|CS|13|OC
1711|144965|BC|2584|1501|190|1315|IT|15|BC
1712|164654|BC|2585|1502|190|2712|CS|5|OC
1713|144045|BC|2591|1505|190|0001|CE|1|OC
1714|120910|MBC/DNC|2592|377|190|2006|EM|3|MBC_DNC
1715|204450|BC|2595|1508|190|0001|BY|1|BC
1716|171089|OC|2596|-|190|1315|BM|1|OC
1717|138296|BC|2602|1513|190|2006|IM|3|BC
1718|140620|MBC/DNC|2603|378|190|2006|CM|4|MBC_DNC
1719|105087|BC|2606|1516|190|2007|CM|12|OC
1720|183962|OC|2608|-|190|0002|CL|17|OC
1721|141461|BC|2609|1517|190|0004|MF|2|BC
1722|137079|OC|2610|-|190|1219|EC|4|OC
1723|137923|BC|2612|1518|190|2007|EC|8|OC
1724|186082|OC|2613|-|190|2005|EE|6|OC
1725|161136|BC|2614|1519|190|2006|IM|8|BC
1726|186831|BC|2615|1520|190|1315|IT|12|BC
1727|137839|MBC/DNC|2616|380|190|0001|EM|4|MBC_DNC
1728|126735|BC|2617|1521|190|2005|CS|3|OC
1729|212168|BC|2618|1522|190|2005|CS|7|BC
1730|120492|BC|2619|1523|190|2006|IM|8|BC
1731|192805|MBC/DNC|2622|381|190|1399|MC|1|OC
1732|191436|BC|2623|1526|190|2005|CS|5|BC
1733|171272|BC|2625|1527|190|0004|MF|5|BC
1734|150788|BC|2626|1528|190|2005|EC|5|OC
1735|128671|BC|2627|1529|190|2006|IM|9|BC
1736|100585|BC|2628|1530|190|2007|CS|1|BC
1737|155348|BC|2629|1531|190|1219|CS|3|OC
1738|143529|MBC/DNC|2630|382|190|0001|BY|1|MBC_DNC
1739|121271|MBC/DNC|2631|383|190|0001|IM|3|MBC_DNC
1740|162850|BC|2632|1532|190|2712|EC|4|OC
1741|166915|BC|2634|1534|190|2007|CS|15|BC
1742|151816|BC|2636|1536|190|2007|CS|11|BC
1743|199526|BC|2637|1537|190|2615|EC|2|OC
1744|171432|BCM|2638|73|190|3819|CS|1|OC
1745|199445|BC|2639|1538|190|1211|BT|1|OC
1746|233419|BC|2640|1539|190|2006|RA|18|OC
1747|247951|BC|2641|1540|190|0001|BY|1|BC
1748|124699|MBC/DNC|2642|384|190|0001|EM|6|MBC_DNC
1749|232561|MBC/DNC|2643|385|190|2007|EE|2|OC
1750|195981|BC|2645|1542|190|2005|CS|5|BC
1751|244881|BC|2646|1543|190|1315|IT|3|BC
1752|210523|SC|2650|77|189.75|0004|EC|2|SC
1753|168157|SC|2651|78|189.75|0001|PT|1|OC
1754|225136|BC|2652|1545|189.75|2006|MF|2|OC
1755|106621|MBC/DNC|2653|388|189.75|0001|IM|5|MBC_DNC
1756|212551|MBC/DNC|2655|389|189.75|0004|IM|5|MBC_DNC
1757|171627|OC|2656|-|189.75|2005|EC|11|OC
1758|149397|SC|2658|79|189.75|0001|EM|2|SC
1759|234018|BC|2659|1548|189.75|0001|BY|1|BC
1760|124222|SC|2661|80|189.75|1408|CS|1|OC
1761|235702|BC|2662|1549|189.75|1315|IT|10|BC
1762|184449|BC|2663|1550|189.75|2007|CM|7|OC
1763|200373|BC|2665|1551|189.75|5008|EC|6|BC
1764|243459|BC|2666|1552|189.75|2007|EC|6|OC
1765|161096|BCM|2667|74|189.75|0001|ME|5|BCM
1766|252468|BC|2668|1553|189.75|0001|CE|4|OC
1767|170982|BC|2669|1554|189.75|2007|CS|3|BC
1768|208009|BC|2670|1555|189.75|2007|EC|6|OC
1769|211728|BC|2671|1556|189.75|0004|EI|6|BC
1770|205454|BC|2672|1557|189.75|2712|CS|3|OC
1771|228961|BC|2675|1560|189.75|2006|ES|4|OC
1772|196059|BC|2676|1561|189.75|0001|MN|2|OC
1773|152508|BC|2677|1562|189.75|1315|IT|10|BC
1774|191260|MBC/DNC|2678|392|189.67|1315|CS|5|MBC_DNC
1775|179897|BC|2679|1563|189.67|0004|AU|4|OC
1776|178378|MBC/DNC|2680|393|189.5|2006|EE|5|MBC_DNC
1777|178182|BC|2682|1564|189.5|0004|MF|11|BC
1778|102201|BC|2683|1565|189.5|2006|MF|7|OC
1779|128024|OC|2684|-|189.5|1219|EC|2|OC
1780|249343|MBC/DNC|2686|395|189.5|2005|CS|3|MBC_DNC
1781|235454|BC|2687|1567|189.5|2660|BM|1|OC
1782|227612|SC|2689|81|189.5|0001|CE|1|SC
1783|241109|BC|2690|1568|189.5|5008|CS|1|BC
1784|127146|OC|2691|-|189.5|2007|EC|19|OC
1785|186271|BC|2693|1570|189.5|0001|CE|4|BC
1786|173667|BC|2694|1571|189.5|2764|BM|1|OC
1787|162806|BC|2695|1572|189.5|2007|EC|9|OC
1788|172315|OC|2696|-|189.5|5008|EM|10|OC
1789|175336|BC|2697|1573|189.5|2007|EC|5|OC
1790|137166|BCM|2698|75|189.5|4974|CS|1|OC
1791|169809|BC|2700|1575|189.5|2615|EE|1|OC
1792|105855|MBC/DNC|2701|396|189.5|0001|ME|2|MBC_DNC
1793|183047|BC|2705|1578|189.5|1414|CS|1|OC
1794|106393|OC|2707|-|189.5|2007|CM|8|OC
1795|149780|BC|2708|1579|189.5|2007|CS|9|BC
1796|124655|BC|2709|1580|189.5|2005|EC|11|OC
1797|134919|BC|2711|1582|189.5|1315|ME|3|OC
1798|191738|BC|2712|1583|189.5|2006|BY|4|OC
1799|107422|BC|2713|1584|189.5|2007|ME|3|OC
1800|225595|BC|2714|1585|189.5|0001|GI|1|OC
1801|137916|BCM|2715|76|189.5|0004|EI|4|BCM
1802|100646|OC|2716|-|189.5|2007|EC|24|OC
1803|177787|BC|2717|1586|189.5|2007|EC|5|BC
1804|195560|BC|2720|1588|189.5|0001|CE|3|BC
1805|139847|BC|2722|1589|189.5|1315|EE|1|BC
1806|123659|MBC/DNC|2725|401|189.5|0001|ME|1|MBC_DNC
1807|133625|BC|2726|1592|189.5|4917|CS|1|OC
1808|177043|MBC/DNC|2727|402|189.5|0001|ME|3|MBC_DNC
1809|176798|MBC/DNC|2728|403|189.5|2006|EE|4|MBC_DNC
1810|136127|BC|2730|1594|189.5|1507|CS|1|OC
1811|147089|BC|2731|1595|189.5|0001|CE|5|BC
1812|179390|BC|2732|1596|189.5|2007|CS|9|BC
1813|139852|MBC/DNC|2737|405|189.5|0001|EM|4|MBC_DNC
1814|131680|BC|2738|1600|189.5|2006|MF|2|BC
1815|181093|BC|2739|1601|189.5|5008|EC|16|BC
1816|195779|OC|2740|-|189.5|1116|CS|7|OC
1817|101698|BC|2741|1602|189.5|2007|CS|3|BC
1818|169121|SC|2742|82|189.5|0001|ME|1|SC
1819|178126|BC|2743|1603|189.5|5012|CC|1|BC
1820|102891|BC|2744|1604|189.5|2005|ME|2|OC
1821|181203|MBC/DNC|2746|406|189.5|2006|EM|2|MBC_DNC
1822|102968|BC|2747|1605|189.5|2007|CS|7|BC
1823|233675|BC|2750|1607|189.5|0001|CE|1|BC
1824|102944|BC|2751|1608|189.5|0001|CE|4|BC
1825|236699|BC|2752|1609|189.5|2005|ME|3|OC
1826|147012|BC|2754|1611|189.5|2377|CS|4|BC
1827|119366|BC|2756|1613|189.5|1315|ME|2|OC
1828|133106|BC|2758|1615|189.5|1219|CS|1|OC
1829|231583|BC|2759|1616|189.5|2007|EC|17|BC
1830|174164|OC|2760|-|189.5|2712|CS|13|OC
1831|163796|MBC/DNC|2761|408|189.5|0001|EM|7|MBC_DNC
1832|207258|BC|2762|1617|189.5|1120|EC|2|OC
1833|139588|BC|2763|1618|189.5|2007|EC|6|BC
1834|172874|BC|2766|1619|189.5|5901|CS|1|OC
1835|144770|BC|2769|1620|189.5|0002|CH|14|BC
1836|139151|BC|2773|1622|189.5|1211|CB|5|OC
1837|186991|BC|2774|1623|189.5|2712|CS|10|OC
1838|126084|OC|2775|-|189.5|2007|CM|17|OC
1839|136606|BC|2777|1625|189.5|0004|EI|5|BC
1840|136911|MBC/DNC|2779|412|189.5|0001|IM|4|MBC_DNC
1841|153005|OC|2780|-|189.5|1315|BM|8|OC
1842|169213|SC|2781|83|189.5|0001|CM|2|SC
1843|124953|BC|2782|1626|189.5|5008|CS|8|BC
1844|138982|BC|2783|1627|189.5|0001|MN|3|OC
1845|120454|OC|2786|-|189.5|1304|CS|4|OC
1846|147910|OC|2791|-|189.5|0001|IE|9|OC
1847|121549|MBC/DNC|2792|413|189.5|2006|CM|1|MBC_DNC
1848|229723|BC|2795|1632|189.5|1211|CS|6|OC
1849|190438|OC|2796|-|189.5|2005|EC|17|OC
1850|140541|BC|2797|1633|189.5|0002|CH|14|BC
1851|146550|OC|2798|-|189.5|1315|ME|3|OC
1852|140910|BC|2800|1635|189.5|1315|EE|15|BC
1853|136633|BC|2801|1636|189.5|0001|IE|1|OC
1854|129360|SC|2802|84|189.5|0001|EE|2|SC
1855|180173|MBC/DNC|2803|415|189.5|0004|IM|5|MBC_DNC
1856|133864|BC|2804|1637|189.5|2005|CS|3|BC
1857|196226|BC|2805|1638|189.5|0004|EI|4|BC
1858|146464|MBC/DNC|2808|416|189.5|0001|EM|4|MBC_DNC
1859|196023|BC|2811|1641|189.5|2005|CS|12|BC
1860|152554|MBC/DNC|2812|417|189.5|1315|CS|3|MBC_DNC
1861|141372|BC|2813|1642|189.5|0001|CE|1|BC
1862|136282|MBC/DNC|2815|418|189.5|5012|CC|1|MBC_DNC
1863|150212|BC|2816|1644|189.5|1315|EE|21|BC
1864|233201|OC|2820|-|189.5|1315|ME|5|OC
1865|160128|BC|2823|1649|189.5|2006|MF|3|BC
1866|164874|BC|2824|1650|189.5|0001|BY|1|BC
1867|150551|SC|2826|85|189.5|0004|CS|2|SC
1868|232658|BC|2829|1651|189.5|5008|EC|11|BC
1869|213386|OC|2831|-|189.5|2005|EC|15|OC
1870|204754|MBC/DNC|2832|419|189.5|0002|CH|1|MBC_DNC
1871|197319|SC|2835|86|189.5|0004|CS|2|SC
1872|250112|BC|2837|1652|189.5|0002|CH|1|BC
1873|196030|OC|2838|-|189.5|5008|CM|14|OC
1874|148703|BC|2839|1653|189.5|1419|CS|7|OC
1875|233445|OC|2840|-|189.5|1315|ME|2|OC
1876|242093|BC|2841|1654|189.5|0001|BY|9|BC
1877|124949|BC|2842|1655|189.5|1219|EC|11|OC
1878|208380|BC|2844|1656|189.5|1315|ME|4|OC
1879|108162|OC|2845|-|189.5|2712|CS|12|OC
1880|205740|BC|2851|1658|189.5|2006|BS|1|OC
1881|147924|BC|2852|1659|189.5|0004|EI|6|BC
1882|170690|OC|2853|-|189.5|2006|RA|1|OC
1883|196131|BC|2854|1660|189.5|1315|ME|2|OC
1884|125552|BC|2855|1661|189.5|2007|CM|11|OC
1885|202212|BC|2856|1662|189.5|5008|CM|19|OC
1886|236426|BC|2857|1663|189.5|1219|CS|18|OC
1887|130486|OC|2859|-|189.5|1219|CS|15|OC
1888|169978|OC|2860|-|189.5|1317|CS|12|OC
1889|171338|MBC/DNC|2861|421|189.5|0002|FS|1|OC
1890|201764|BC|2862|1665|189.5|0001|BY|2|BC
1891|105066|BC|2863|1666|189.5|2005|CS|7|BC
1892|224783|BC|2864|1667|189.5|0002|CH|5|BC
1893|104254|MBC/DNC|2865|422|189.5|2006|CM|1|MBC_DNC
1894|124876|OC|2866|-|189.5|2005|ME|6|OC
1895|186689|BC|2867|1668|189.5|0001|CE|2|BC
1896|142768|BC|2868|1669|189.5|5008|IM|2|OC
1897|119939|BC|2869|1670|189.5|2005|CS|14|BC
1898|103606|MBC/DNC|2870|423|189.5|0001|BY|1|MBC_DNC
1899|121674|MBC/DNC|2871|424|189.5|0001|IM|4|MBC_DNC
1900|176020|BC|2872|1671|189.5|2007|EC|4|BC
1901|211264|BC|2873|1672|189.5|2006|MF|13|BC
1902|106639|BC|2876|1674|189.5|2377|CS|7|BC
1903|185249|BC|2877|1675|189.5|2006|MF|20|BC
1904|122331|OC|2879|-|189.5|1419|CS|8|OC
1905|123016|BC|2881|1678|189.5|1219|IT|11|OC
1906|122672|OC|2882|-|189.5|1315|CH|9|OC
1907|102656|BC|2884|1680|189.5|0004|AU|1|OC
1908|191204|MBC/DNC|2885|425|189.5|0001|ME|4|MBC_DNC
1909|104654|OC|2887|-|189.5|5008|CM|17|OC
1910|154133|BC|2888|1682|189.5|5008|EC|1|BC
1911|177675|BC|2890|1683|189.5|2007|EC|2|BC
1912|139118|BCM|2891|77|189.5|2006|CM|1|BCM
1913|146745|BC|2892|1684|189.5|0002|CH|12|BC
1914|185227|BC|2894|1686|189.5|3011|EC|5|OC
1915|181395|BCM|2895|78|189.5|2006|CM|1|BCM
1916|187798|BC|2897|1688|189.5|2005|EC|6|OC
1917|183941|BC|2898|1689|189.5|1219|CS|10|OC
1918|240403|SC|2900|87|189.5|0004|EC|1|SC
1919|203980|BC|2901|1691|189.5|5008|EC|10|BC
1920|139799|BC|2902|1692|189.5|2007|CM|7|BC
1921|238278|BC|2905|1694|189.33|2007|CM|11|BC
1922|247469|BC|2906|1695|189.33|2377|CS|7|BC
1923|181993|BC|2907|1696|189.33|2006|MF|3|BC
1924|158533|MBC/DNC|2908|428|189.33|2006|EM|3|MBC_DNC
1925|137340|OC|2909|-|189.33|1315|ME|20|OC
1926|230748|BC|2910|1697|189.25|2750|EE|1|OC
1927|210703|BC|2911|1698|189.25|5008|EC|5|BC
1928|235577|BC|2912|1699|189.25|2007|IM|6|OC
1929|177678|BC|2913|1700|189.25|0001|CE|1|BC
1930|237527|BC|2915|1702|189.25|0004|EI|3|BC
1931|223829|BC|2916|1703|189.25|2006|MF|6|BC
1932|200874|BC|2917|1704|189.25|0001|BY|1|BC
1933|150612|BC|2918|1705|189.25|2007|CM|15|BC
1934|242335|MBC/DNC|2920|430|189.25|2006|EE|6|MBC_DNC
1935|233433|BC|2922|1707|189.25|5012|CC|1|BC
1936|247331|BC|2924|1709|189.25|2712|FT|1|OC
1937|185834|BC|2926|1710|189.25|2006|CE|1|OC
1938|185719|BC|2928|1711|189.25|1309|CS|7|OC
1939|246651|BC|2929|1712|189.25|2005|CS|5|BC
1940|247605|BC|2931|1713|189.25|2005|EC|5|OC
1941|155565|BC|2932|1714|189.25|2712|EC|6|OC
1942|195636|BC|2934|1716|189.25|2007|EC|9|BC
1943|183337|BC|2935|1717|189.25|2007|EC|4|BC
1944|194949|BC|2936|1718|189|2615|EC|2|OC
1945|130243|BC|2937|1719|189|2739|CS|1|OC
1946|242539|BC|2938|1720|189|2712|EI|1|OC
1947|225893|MBC/DNC|2939|432|189|0001|IM|5|MBC_DNC
1948|184504|MBC/DNC|2940|433|189|2006|BS|1|OC
1949|176665|OC|2941|-|189|5008|CM|2|OC
1950|104664|BC|2942|1721|189|5008|EC|1|BC
1951|127724|BC|2943|1722|189|2006|IY|6|OC
1952|193214|MBC/DNC|2944|434|189|2007|EC|3|MBC_DNC
1953|182135|BC|2945|1723|189|0002|IB|2|BC
1954|194985|MBC/DNC|2948|436|189|0001|BY|1|MBC_DNC
1955|197280|BC|2949|1724|189|2006|MF|3|BC
1956|187382|BC|2950|1725|189|2712|AE|2|OC
1957|240223|BCM|2951|79|189|1315|CS|3|BCM
